ACME_1_KC879557.1	0	0	.	.	Original name was ACME:1:KC879557.1
ACME_2_KC879558.1	0	0	.	.	Original name was ACME:2:KC879558.1
ACME_3_AB687558.1	0	0	.	.	Original name was ACME:3:AB687558.1
ACME_4_FR753166.1	0	0	.	.	Original name was ACME:4:FR753166.1
ACME_5_AB665981.1	0	0	.	.	Original name was ACME:5:AB665981.1
ACME_6_KF234240.1	0	0	.	.	Original name was ACME:6:KF234240.1
ACME_7_KF175393.1	0	0	.	.	Original name was ACME:7:KF175393.1
ElrA_1_295112306	0	0	.	.	Original name was ElrA:1:295112306
ElrA_2_CP003726.1	0	0	.	.	Original name was ElrA:2:CP003726.1
ElrA_3_CP002621.1	0	0	.	.	Original name was ElrA:3:CP002621.1
ElrA_4_CP002491.1	0	0	.	.	Original name was ElrA:4:CP002491.1
ElrA_5__AE016830.1	0	0	.	.	Original name was ElrA:5: AE016830.1
K88ab_10_AJ616236	0	0	.	.	Original name was K88ab:10:AJ616236
K88ab_1_CP002968	0	0	.	.	Original name was K88ab:1:CP002968
K88ab_2_M29376	0	0	.	.	Original name was K88ab:2:M29376
K88ab_3_M29374	0	0	.	.	Original name was K88ab:3:M29374
K88ab_4_U19784	0	0	.	.	Original name was K88ab:4:U19784
K88ab_5_AJ616256	0	0	.	.	Original name was K88ab:5:AJ616256
K88ab_6_CP002730	0	0	.	.	Original name was K88ab:6:CP002730
K88ab_7_AJ616239	0	0	.	.	Original name was K88ab:7:AJ616239
K88ab_8_EU570252	0	0	.	.	Original name was K88ab:8:EU570252
K88ab_9_M25302	0	0	.	.	Original name was K88ab:9:M25302
ORF3_1_FN554767	0	0	.	.	Original name was ORF3:1:FN554767
ORF3_2_HE610901	0	0	.	.	Original name was ORF3:2:HE610901
ORF3_3_CU928159	0	0	.	.	Original name was ORF3:3:CU928159
ORF4_1_AB255435	0	0	.	.	Original name was ORF4:1:AB255435
ORF4_2_AFRH01000026	0	0	.	.	Original name was ORF4:2:AFRH01000026
ORF4_3_FN554767	0	0	.	.	Original name was ORF4:3:FN554767
SEntA_2_CP003194.1	0	0	.	.	Original name was SEntA:2:CP003194.1
SEntA_3_BX571856.1	0	0	.	.	Original name was SEntA:3:BX571856.1
SEntA_4_CP000255.1	0	0	.	.	Original name was SEntA:4:CP000255.1
SEntA_5_FJ495182.1	0	0	.	.	Original name was SEntA:5:FJ495182.1
SEntA_6_EF520720.1	0	0	.	.	Original name was SEntA:6:EF520720.1
SEntA_7_AP009351.1	0	0	.	.	Original name was SEntA:7:AP009351.1
SEntA_8_L22566.1	0	0	.	.	Original name was SEntA:8:L22566.1
SEntA_9_CP001996.1	0	0	.	.	Original name was SEntA:9:CP001996.1
SEntB_1_CP000046.1	0	0	.	.	Original name was SEntB:1:CP000046.1
SEntB_2_CP002110.1	0	0	.	.	Original name was SEntB:2:CP002110.1
SEntC_1_BA000033.2	0	0	.	.	Original name was SEntC:1:BA000033.2
SEntC_2_AJ938182.1	0	0	.	.	Original name was SEntC:2:AJ938182.1
SEntC_3_AP009324.1	0	0	.	.	Original name was SEntC:3:AP009324.1
SEntC_4_AJ938182.1	0	0	.	.	Original name was SEntC:4:AJ938182.1
SEntC_5_CP002114.2	0	0	.	.	Original name was SEntC:5:CP002114.2
SEntC_6_CP001996.1	0	0	.	.	Original name was SEntC:6:CP001996.1
SEntG_1_BA000018.3	0	0	.	.	Original name was SEntG:1:BA000018.3
SEntG_2_AJ938182.1	0	0	.	.	Original name was SEntG:2:AJ938182.1
SEntG_3_BA000033.2	0	0	.	.	Original name was SEntG:3:BA000033.2
SEntH_1_BX571857.1	0	0	.	.	Original name was SEntH:1:BX571857.1
SEntH_2_BA000033.2	0	0	.	.	Original name was SEntH:2:BA000033.2
SEntI_1_BX571856.1	0	0	.	.	Original name was SEntI:1:BX571856.1
SEntI_2_AY158703.1	0	0	.	.	Original name was SEntI:2:AY158703.1
SEntI_3_BA000018.3	0	0	.	.	Original name was SEntI:3:BA000018.3
SEntI_4_AJ938182.1	0	0	.	.	Original name was SEntI:4:AJ938182.1
SEntI_5_CP000046.1	0	0	.	.	Original name was SEntI:5:CP000046.1
SEntI_6_FR821777.2	0	0	.	.	Original name was SEntI:6:FR821777.2
SEntI_7_CP002110.1	0	0	.	.	Original name was SEntI:7:CP002110.1
SEntK_1_CP000255.1	0	0	.	.	Original name was SEntK:1:CP000255.1
SEntK_2_CP000046.1	0	0	.	.	Original name was SEntK:2:CP000046.1
SEntK_3_BA000033.2	0	0	.	.	Original name was SEntK:3:BA000033.2
SEntK_4_FN433596.1	0	0	.	.	Original name was SEntK:4:FN433596.1
SEntK_5_CP003166.1	0	0	.	.	Original name was SEntK:5:CP003166.1
SEntK_6_CP002110.1	0	0	.	.	Original name was SEntK:6:CP002110.1
SEntL_1_BA000018.3	0	0	.	.	Original name was SEntL:1:BA000018.3
SEntL_2_BA000017.4	0	0	.	.	Original name was SEntL:2:BA000017.4
SEntL_3_AJ938182.1	0	0	.	.	Original name was SEntL:3:AJ938182.1
SEntL_4_BA000033.2	0	0	.	.	Original name was SEntL:4:BA000033.2
SEntL_5_CP003166.1	0	0	.	.	Original name was SEntL:5:CP003166.1
SEntL_6_CP001996.1	0	0	.	.	Original name was SEntL:6:CP001996.1
SEntM_1_BX571856.1	0	0	.	.	Original name was SEntM:1:BX571856.1
SEntM_2_BA000018.3	0	0	.	.	Original name was SEntM:2:BA000018.3
SEntM_3_CP002120.1	0	0	.	.	Original name was SEntM:3:CP002120.1
SEntN_1_BA000018.3	0	0	.	.	Original name was SEntN:1:BA000018.3
SEntN_2_BA000017.4	0	0	.	.	Original name was SEntN:2:BA000017.4
SEntO_1_BA000018.3	0	0	.	.	Original name was SEntO:1:BA000018.3
SEntO_2_AJ938182.1	0	0	.	.	Original name was SEntO:2:AJ938182.1
SEntO_3_CP002110.1	0	0	.	.	Original name was SEntO:3:CP002110.1
SEntP_1_AP009324.1	0	0	.	.	Original name was SEntP:1:AP009324.1
SEntP_2_BA000018.3	0	0	.	.	Original name was SEntP:2:BA000018.3
SEntP_3_AM990992.1	0	0	.	.	Original name was SEntP:3:AM990992.1
SEntQ_1_CP000255.1	0	0	.	.	Original name was SEntQ:1:CP000255.1
SEntQ_2_FN433596.1	0	0	.	.	Original name was SEntQ:2:FN433596.1
SEntQ_3_CP002643.1	0	0	.	.	Original name was SEntQ:3:CP002643.1
SEnt_10_FR821777.2	0	0	.	.	Original name was SEnt:10:FR821777.2
SEnt_11_HE681097.1	0	0	.	.	Original name was SEnt:11:HE681097.1
SEnt_12_HE681097.1	0	0	.	.	Original name was SEnt:12:HE681097.1
SEnt_13_CP002643.1	0	0	.	.	Original name was SEnt:13:CP002643.1
SEnt_1_BX571857.1	0	0	.	.	Original name was SEnt:1:BX571857.1
SEnt_2_CP002110.1	0	0	.	.	Original name was SEnt:2:CP002110.1
SEnt_3_BX571856.1	0	0	.	.	Original name was SEnt:3:BX571856.1
SEnt_4_CP000730.1	0	0	.	.	Original name was SEnt:4:CP000730.1
